JD,mag,I_Magnitude,band,val
2457017.248021,16.404,0,V,Z
2457019.224734,16.290,0,V,Z
2457022.216458,16.272,0,V,Z
2457024.210845,16.204,0,V,Z
2457039.169826,15.766,0,V,Z
2457039.86345,15.83,0,V,Z
2457041.164699,15.986,0,V,Z
2457041.91600,15.67,0,V,Z
2457044.261678,15.884,0,V,Z
2457046.150451,15.881,0,V,Z
2457048.145729,15.725,0,V,Z
2457050.139722,15.586,0,V,Z
2457054.193900,15.825,0,V,Z
2457056.123576,15.925,0,V,Z
2457058.118171,15.829,0,V,Z
2457061.189780,15.958,0,V,Z
2457063.98156,16.184,0,B,Z
2457063.98417,15.672,0,V,Z
2457063.98642,15.698,0,V,Z
2457064.101424,15.681,0,V,Z
2457066.90308,15.39,0,V,Z
2457072.222651,15.775,0,V,Z
2457075.547,14.9,0,Vis.,Z
2457077.177778,15.808,0,V,Z
2457078.02644,17.056,0,B,Z
2457078.03128,15.681,0,V,Z
2457079.060683,15.745,0,V,Z
2457079.97756,16.297,0,B,Z
2457079.98029,15.604,0,V,Z
2457079.98262,15.615,0,V,Z
2457080.606,14.9,0,Vis.,Z
2457082.84546,15.664,0,V,Z
2457086.041759,16.030,0,V,Z
2457087.71182,15.1,0,V,Z
2457088.036227,15.628,0,V,Z
2457092.214757,15.848,0,V,Z
2457094.019653,15.823,0,V,Z
2457094.91590,15.700,0,V,Z
2457094.91824,15.733,0,V,Z
2457096.253611,15.753,0,V,Z
2457099.006030,15.709,0,V,Z
2457099.549242,15.554,0,V,Z
2457102.996019,15.701,0,V,Z
2457105.064549,15.828,0,V,Z
2457106.546,14.9,0,Vis.,Z
2457109.182975,16.031,0,V,Z
2457110.00054,16.113,0,V,Z
2457111.087465,16.048,0,V,Z
2457111.588,14.9,0,Vis.,Z
2457111.79259,16.18,0,V,Z
2457114.983333,16.188,0,V,Z
2457120.949132,16.063,0,V,Z
2457122.617,16.057,0,V,Z
2457122.940706,15.926,0,V,Z
2457127.093588,15.614,0,V,Z
2457127.482,15.2,0,Vis.,Z
2457130.426,15.2,0,Vis.,Z
2457131.412,15.2,0,Vis.,Z
2457131.949988,16.217,0,V,Z
2457132.578,15.906,0,V,Z
2457133.430,14.5,0,Vis.,Z
2457133.910498,16.198,0,V,Z
2457134.445,15.2,0,Vis.,Z
2457135.415,15.2,0,Vis.,Z
2457136.62001,16.5,0,V,Z
2457136.908079,16.226,0,V,Z
2457139.384,15.2,0,Vis.,Z
2457139.495,16.373,0,V,Z
2457141.077477,16.390,0,V,Z
2457148.452,14.9,0,Vis.,Z
2457148.537,15.937,0,V,Z
2457149.485,14.9,0,Vis.,Z
2457151.995984,16.214,0,V,Z
2457155.517,14.9,0,Vis.,Z
2457155.934826,15.779,0,V,Z
2457156.453,14.9,0,Vis.,Z
2457157.906863,16.177,0,V,Z
2457159.406,14.9,0,Vis.,Z
2457159.497,15.9,0,Vis.,Z
2457159.931262,16.371,0,V,Z
2457161.48400,16.486,0,V,Z
2457163.424,14.9,0,Vis.,Z
2457164.902373,16.095,0,V,Z
2457169.459,14.9,0,Vis.,Z
2457169.911643,16.210,0,V,Z
2457177.009421,15.928,0,V,Z
2457177.449,14.9,0,Vis.,Z
2457178.896771,16.112,0,V,Z
2457179.465,14.9,0,Vis.,Z
2457180.458,14.9,0,Vis.,Z
2457180.870347,15.957,0,V,Z
2457181.463,14.9,0,Vis.,Z
2457181.465,15.934,0,V,Z
2457182.467,14.9,0,Vis.,Z
2457183.461,14.9,0,Vis.,Z
2457183.886389,15.202,0,V,Z
2457193.947627,15.572,0,V,Z
2457199.965880,15.491,0,V,Z
2457208.921539,15.768,0,V,Z
2457220.985463,15.568,0,V,Z
2457222.975799,15.592,0,V,Z
2457229.879815,15.606,0,V,Z
2457242.905012,16.131,0,V,Z
2457358.755047,15.472,0,V,Z
2457365.769897,15.529,0,V,Z
2457367.95161,15.425,0,V,Z
2457368.725022,15.258,0,V,Z
2457371.729848,15.291,0,V,Z
2457374.755070,15.484,0,V,Z
2457376.93715,15.594,0,V,Z
2457377.699840,15.613,0,V,Z
2457380.701585,15.623,0,V,Z
2457411.85064,15.346,0,V,Z
2457422.593715,15.363,0,V,Z
2457425.628516,14.937,0,V,Z
2457426.81519,14.713,0,V,Z
2457428.587270,15.193,0,V,Z
2457439.535463,15.250,0,V,Z
2457439.71285,15.273,0,V,Z
2457448.69919,15.379,0,V,Z
2457452.584356,15.473,0,V,Z
2457458.478806,15.221,0,V,Z
2457460.5964,15.529,0,CV,Z
2457465.460381,15.356,0,V,Z
2457475.485545,14.927,0,V,Z
2457477.481,15.2,0,Vis.,Z
2457484.503,15.2,0,Vis.,Z
2457484.68447,14.987,0,V,Z
2457488.473853,15.196,0,V,Z
2457491.419176,15.180,0,V,Z
2457495.442828,15.550,0,V,Z
2457504.59473,15.370,0,V,Z
2457506.401,15.2,0,Vis.,Z
2457508.431,15.2,0,Vis.,Z
2457509.425278,15.809,0,V,Z
2457510.54162,16.209,0,CV,Z
2457511.406,15.2,0,Vis.,Z
2457512.383638,16.032,0,V,Z
2457512.412,14.5,0,Vis.,Z
2457513.404,15.2,0,Vis.,Z
2457513.4998,14.4,0,Vis.,Z
2457515.533675,16.348,0,V,Z
2457520.395960,15.996,0,V,Z
2457523.407,14.5,0,Vis.,Z
2457523.501274,16.068,0,V,Z
2457531.429,14.5,0,Vis.,Z
2457532.433,14.5,0,Vis.,Z
2457536.451072,16.559,0,V,Z
2457539.393463,16.469,0,V,Z
2457539.447,15.2,0,Vis.,Z
2457540.36,14.5,0,Vis.,Z
2457542.460179,16.388,0,V,Z
2457545.474,14.5,0,Vis.,Z
2457547.393146,16.654,0,V,Z
2457551.390938,16.496,0,V,Z
2457560.395903,16.374,0,V,Z
2457565.490862,16.284,0,V,Z
2457566.392185,16.533,0,V,Z
2457579.69490,16.265,0,V, 60 sec X 5
2457584.385637,16.169,0,V,Z
2457750.794118,15.759,0,V,Z
2457754.92764,15.899,0,V,Z
2457762.596111,15.348,0,V,Z
2457774.726042,15.256,0,V,Z
2457774.92366,15.271,0,V,Z
2457777.772604,15.549,0,V,Z
2457787.758368,15.633,0,V,Z
2457790.789537,15.710,0,V,Z
2457791.75578,15.393,0,V,Z
2457802.619653,15.839,0,V,Z
2457804.77921,15.727,0,V,Z
2457805.691794,15.911,0,V,Z
2457808.768599,14.430,0,V,Z
2457810.599491,14.590,0,V,Z
2457812.677488,14.514,0,V,Z
2457816.778322,14.539,0,V,Z
2457819.772917,14.023,0,V,Z
2457822.431076,14.079,0,V,Z
2457822.84615,14.157,0,V,Z
2457823.3319,13.477,0,CR,Z
2457823.3323,13.430,0,CR,Z
2457823.3326,13.407,0,CR,Z
2457823.3330,13.434,0,CR,Z
2457823.3333,13.472,0,CR,Z
2457823.3337,13.463,0,CR,Z
2457823.3340,13.453,0,CR,Z
2457823.3344,13.433,0,CR,Z
2457823.3347,13.415,0,CR,Z
2457823.3350,13.468,0,CR,Z
2457823.3354,13.467,0,CR,Z
2457823.3357,13.484,0,CR,Z
2457823.3361,13.438,0,CR,Z
2457823.3364,13.480,0,CR,Z
2457823.3368,13.464,0,CR,Z
2457823.3371,13.442,0,CR,Z
2457823.3375,13.444,0,CR,Z
2457823.3378,13.431,0,CR,Z
2457823.3382,13.442,0,CR,Z
2457823.3385,13.450,0,CR,Z
2457823.3389,13.422,0,CR,Z
2457823.3392,13.445,0,CR,Z
2457823.3396,13.408,0,CR,Z
2457823.3399,13.398,0,CR,Z
2457823.3403,13.406,0,CR,Z
2457823.3406,13.396,0,CR,Z
2457823.3410,13.404,0,CR,Z
2457823.3413,13.417,0,CR,Z
2457823.3417,13.396,0,CR,Z
2457823.3420,13.368,0,CR,Z
2457823.3423,13.406,0,CR,Z
2457823.3427,13.428,0,CR,Z
2457823.3430,13.387,0,CR,Z
2457823.3434,13.416,0,CR,Z
2457823.3437,13.419,0,CR,Z
2457823.3441,13.393,0,CR,Z
2457823.3444,13.421,0,CR,Z
2457823.3448,13.417,0,CR,Z
2457823.3451,13.382,0,CR,Z
2457823.3455,13.408,0,CR,Z
2457823.3458,13.383,0,CR,Z
2457823.3462,13.422,0,CR,Z
2457823.3465,13.379,0,CR,Z
2457823.3469,13.417,0,CR,Z
2457823.3472,13.403,0,CR,Z
2457823.3476,13.410,0,CR,Z
2457823.3479,13.403,0,CR,Z
2457823.3483,13.405,0,CR,Z
2457823.3486,13.436,0,CR,Z
2457823.3489,13.459,0,CR,Z
2457823.3493,13.477,0,CR,Z
2457823.3496,13.404,0,CR,Z
2457823.3500,13.432,0,CR,Z
2457823.3503,13.432,0,CR,Z
2457823.3507,13.452,0,CR,Z
2457823.3510,13.468,0,CR,Z
2457823.3514,13.461,0,CR,Z
2457823.3517,13.458,0,CR,Z
2457823.3521,13.451,0,CR,Z
2457823.3524,13.483,0,CR,Z
2457823.3528,13.456,0,CR,Z
2457823.3531,13.411,0,CR,Z
2457823.3535,13.469,0,CR,Z
2457823.3538,13.486,0,CR,Z
2457823.3542,13.456,0,CR,Z
2457823.3545,13.482,0,CR,Z
2457823.3549,13.432,0,CR,Z
2457823.3552,13.462,0,CR,Z
2457823.3556,13.448,0,CR,Z
2457823.3559,13.462,0,CR,Z
2457823.3562,13.411,0,CR,Z
2457823.3566,13.405,0,CR,Z
2457823.3569,13.445,0,CR,Z
2457823.3573,13.458,0,CR,Z
2457823.3576,13.392,0,CR,Z
2457823.3580,13.410,0,CR,Z
2457823.3583,13.402,0,CR,Z
2457823.3587,13.409,0,CR,Z
2457823.3590,13.423,0,CR,Z
2457823.3594,13.411,0,CR,Z
2457823.3597,13.417,0,CR,Z
2457823.3601,13.416,0,CR,Z
2457823.3604,13.422,0,CR,Z
2457823.3608,13.413,0,CR,Z
2457823.3611,13.361,0,CR,Z
2457823.3615,13.349,0,CR,Z
2457823.3618,13.407,0,CR,Z
2457823.3622,13.422,0,CR,Z
2457823.3625,13.438,0,CR,Z
2457823.3628,13.369,0,CR,Z
2457823.3632,13.375,0,CR,Z
2457823.3635,13.406,0,CR,Z
2457823.3639,13.368,0,CR,Z
2457823.3642,13.430,0,CR,Z
2457823.3646,13.366,0,CR,Z
2457823.3649,13.391,0,CR,Z
2457823.3653,13.376,0,CR,Z
2457823.3656,13.407,0,CR,Z
2457823.3660,13.387,0,CR,Z
2457823.3663,13.448,0,CR,Z
2457823.3667,13.377,0,CR,Z
2457823.3670,13.365,0,CR,Z
2457823.3674,13.364,0,CR,Z
2457823.3677,13.385,0,CR,Z
2457823.3681,13.398,0,CR,Z
2457823.3684,13.375,0,CR,Z
2457823.3687,13.383,0,CR,Z
2457823.3691,13.381,0,CR,Z
2457823.3694,13.391,0,CR,Z
2457823.3698,13.396,0,CR,Z
2457823.3701,13.385,0,CR,Z
2457823.3705,13.375,0,CR,Z
2457823.3708,13.367,0,CR,Z
2457823.3712,13.386,0,CR,Z
2457823.3715,13.413,0,CR,Z
2457823.3719,13.394,0,CR,Z
2457823.3722,13.379,0,CR,Z
2457823.3726,13.379,0,CR,Z
2457823.3729,13.382,0,CR,Z
2457823.3733,13.403,0,CR,Z
2457823.3736,13.389,0,CR,Z
2457823.3740,13.376,0,CR,Z
2457823.3743,13.376,0,CR,Z
2457823.3747,13.345,0,CR,Z
2457823.3750,13.391,0,CR,Z
2457823.3753,13.362,0,CR,Z
2457823.3757,13.370,0,CR,Z
2457823.3760,13.332,0,CR,Z
2457823.3764,13.336,0,CR,Z
2457823.3767,13.380,0,CR,Z
2457823.3771,13.338,0,CR,Z
2457823.3774,13.358,0,CR,Z
2457823.3784,13.358,0,CR,Z
2457823.3787,13.327,0,CR,Z
2457823.3791,13.319,0,CR,Z
2457823.3794,13.309,0,CR,Z
2457823.3798,13.321,0,CR,Z
2457823.3801,13.316,0,CR,Z
2457823.3805,13.354,0,CR,Z
2457823.3808,13.309,0,CR,Z
2457823.3812,13.319,0,CR,Z
2457823.3815,13.330,0,CR,Z
2457823.3819,13.324,0,CR,Z
2457823.3822,13.330,0,CR,Z
2457823.3826,13.306,0,CR,Z
2457823.3829,13.310,0,CR,Z
2457823.3833,13.319,0,CR,Z
2457823.3836,13.285,0,CR,Z
2457823.3839,13.271,0,CR,Z
2457823.3843,13.240,0,CR,Z
2457823.3846,13.281,0,CR,Z
2457823.3850,13.277,0,CR,Z
2457823.3853,13.263,0,CR,Z
2457823.3857,13.218,0,CR,Z
2457823.3860,13.211,0,CR,Z
2457823.3864,13.227,0,CR,Z
2457823.3867,13.250,0,CR,Z
2457823.3871,13.228,0,CR,Z
2457823.3874,13.204,0,CR,Z
2457823.3878,13.217,0,CR,Z
2457823.3881,13.229,0,CR,Z
2457823.3885,13.187,0,CR,Z
2457823.3888,13.212,0,CR,Z
2457823.3892,13.217,0,CR,Z
2457823.3895,13.185,0,CR,Z
2457823.3898,13.224,0,CR,Z
2457823.3902,13.191,0,CR,Z
2457823.3905,13.196,0,CR,Z
2457823.3909,13.187,0,CR,Z
2457823.3912,13.244,0,CR,Z
2457823.3916,13.197,0,CR,Z
2457823.3919,13.195,0,CR,Z
2457823.3923,13.216,0,CR,Z
2457823.3926,13.201,0,CR,Z
2457823.3930,13.216,0,CR,Z
2457823.3933,13.212,0,CR,Z
2457823.3937,13.197,0,CR,Z
2457823.3940,13.207,0,CR,Z
2457823.3944,13.213,0,CR,Z
2457823.3947,13.192,0,CR,Z
2457823.3950,13.201,0,CR,Z
2457823.3954,13.185,0,CR,Z
2457823.3957,13.205,0,CR,Z
2457823.3961,13.196,0,CR,Z
2457823.3964,13.183,0,CR,Z
2457823.3968,13.186,0,CR,Z
2457823.3971,13.187,0,CR,Z
2457823.3975,13.158,0,CR,Z
2457823.3978,13.139,0,CR,Z
2457823.3982,13.173,0,CR,Z
2457823.3985,13.148,0,CR,Z
2457823.3989,13.178,0,CR,Z
2457823.3992,13.200,0,CR,Z
2457823.3996,13.165,0,CR,Z
2457823.3999,13.168,0,CR,Z
2457823.4003,13.143,0,CR,Z
2457823.4006,13.140,0,CR,Z
2457823.4009,13.154,0,CR,Z
2457823.4013,13.151,0,CR,Z
2457823.4016,13.146,0,CR,Z
2457823.4020,13.155,0,CR,Z
2457823.4023,13.169,0,CR,Z
2457823.4027,13.172,0,CR,Z
2457823.4030,13.161,0,CR,Z
2457823.4034,13.168,0,CR,Z
2457823.4037,13.155,0,CR,Z
2457823.4041,13.202,0,CR,Z
2457823.4044,13.161,0,CR,Z
2457823.4048,13.174,0,CR,Z
2457823.4051,13.185,0,CR,Z
2457823.4055,13.212,0,CR,Z
2457823.4058,13.261,0,CR,Z
2457823.4061,13.239,0,CR,Z
2457823.4065,13.236,0,CR,Z
2457823.4068,13.277,0,CR,Z
2457823.4072,13.251,0,CR,Z
2457823.4075,13.266,0,CR,Z
2457823.4079,13.270,0,CR,Z
2457823.4082,13.315,0,CR,Z
2457823.4086,13.312,0,CR,Z
2457823.4089,13.289,0,CR,Z
2457823.4093,13.304,0,CR,Z
2457823.4096,13.327,0,CR,Z
2457823.4100,13.361,0,CR,Z
2457823.4103,13.351,0,CR,Z
2457823.4107,13.330,0,CR,Z
2457823.4110,13.290,0,CR,Z
2457823.4114,13.302,0,CR,Z
2457823.4117,13.331,0,CR,Z
2457823.4120,13.342,0,CR,Z
2457823.4124,13.321,0,CR,Z
2457823.4127,13.329,0,CR,Z
2457823.4131,13.336,0,CR,Z
2457823.4134,13.337,0,CR,Z
2457823.4138,13.342,0,CR,Z
2457823.4141,13.340,0,CR,Z
2457823.4145,13.308,0,CR,Z
2457823.4148,13.319,0,CR,Z
2457823.4152,13.321,0,CR,Z
2457823.4155,13.310,0,CR,Z
2457823.4159,13.328,0,CR,Z
2457823.4162,13.333,0,CR,Z
2457823.4166,13.283,0,CR,Z
2457823.4169,13.340,0,CR,Z
2457823.4173,13.373,0,CR,Z
2457823.4176,13.330,0,CR,Z
2457823.4179,13.365,0,CR,Z
2457823.4183,13.377,0,CR,Z
2457823.4186,13.345,0,CR,Z
2457823.4190,13.342,0,CR,Z
2457823.4193,13.382,0,CR,Z
2457823.4197,13.343,0,CR,Z
2457823.4200,13.337,0,CR,Z
2457823.4204,13.376,0,CR,Z
2457823.4207,13.325,0,CR,Z
2457823.4211,13.332,0,CR,Z
2457823.4214,13.336,0,CR,Z
2457823.4218,13.372,0,CR,Z
2457823.4221,13.336,0,CR,Z
2457823.4225,13.355,0,CR,Z
2457823.4228,13.356,0,CR,Z
2457823.4231,13.384,0,CR,Z
2457823.4235,13.333,0,CR,Z
2457823.4238,13.378,0,CR,Z
2457823.4242,13.363,0,CR,Z
2457823.4245,13.370,0,CR,Z
2457823.4249,13.378,0,CR,Z
2457823.4252,13.382,0,CR,Z
2457823.4256,13.363,0,CR,Z
2457823.4259,13.372,0,CR,Z
2457823.4263,13.370,0,CR,Z
2457823.4266,13.357,0,CR,Z
2457823.4270,13.328,0,CR,Z
2457823.4273,13.342,0,CR,Z
2457823.4277,13.299,0,CR,Z
2457823.4280,13.354,0,CR,Z
2457823.4284,13.370,0,CR,Z
2457823.4287,13.338,0,CR,Z
2457823.4291,13.306,0,CR,Z
2457823.4294,13.318,0,CR,Z
2457823.4297,13.333,0,CR,Z
2457823.4301,13.357,0,CR,Z
2457823.4304,13.345,0,CR,Z
2457823.4308,13.323,0,CR,Z
2457823.4311,13.326,0,CR,Z
2457823.4315,13.310,0,CR,Z
2457823.4318,13.316,0,CR,Z
2457823.4322,13.317,0,CR,Z
2457823.4325,13.286,0,CR,Z
2457823.4329,13.284,0,CR,Z
2457823.4332,13.233,0,CR,Z
2457823.4336,13.259,0,CR,Z
2457823.4339,13.279,0,CR,Z
2457823.4342,13.288,0,CR,Z
2457823.4346,13.246,0,CR,Z
2457823.4349,13.271,0,CR,Z
2457823.4353,13.261,0,CR,Z
2457823.4356,13.268,0,CR,Z
2457823.4360,13.241,0,CR,Z
2457823.4363,13.254,0,CR,Z
2457823.4367,13.261,0,CR,Z
2457823.4370,13.270,0,CR,Z
2457823.4374,13.237,0,CR,Z
2457823.4377,13.225,0,CR,Z
2457823.4381,13.234,0,CR,Z
2457823.4384,13.248,0,CR,Z
2457823.4388,13.232,0,CR,Z
2457823.4391,13.236,0,CR,Z
2457823.4395,13.246,0,CR,Z
2457823.4398,13.234,0,CR,Z
2457823.4401,13.242,0,CR,Z
2457823.4405,13.233,0,CR,Z
2457823.4408,13.237,0,CR,Z
2457823.4412,13.256,0,CR,Z
2457823.4415,13.234,0,CR,Z
2457823.4419,13.239,0,CR,Z
2457823.4422,13.248,0,CR,Z
2457823.4426,13.264,0,CR,Z
2457823.4429,13.239,0,CR,Z
2457823.4433,13.275,0,CR,Z
2457823.4436,13.306,0,CR,Z
2457823.4440,13.287,0,CR,Z
2457823.4443,13.291,0,CR,Z
2457823.4447,13.306,0,CR,Z
2457823.4450,13.327,0,CR,Z
2457823.4453,13.294,0,CR,Z
2457823.4457,13.313,0,CR,Z
2457823.4460,13.343,0,CR,Z
2457823.4464,13.344,0,CR,Z
2457823.4467,13.330,0,CR,Z
2457823.4471,13.325,0,CR,Z
2457823.4474,13.364,0,CR,Z
2457823.4478,13.337,0,CR,Z
2457823.4481,13.352,0,CR,Z
2457823.4485,13.339,0,CR,Z
2457823.4488,13.358,0,CR,Z
2457823.4492,13.379,0,CR,Z
2457823.4495,13.369,0,CR,Z
2457823.4499,13.383,0,CR,Z
2457823.4502,13.361,0,CR,Z
2457823.4506,13.353,0,CR,Z
2457823.4509,13.350,0,CR,Z
2457823.4512,13.376,0,CR,Z
2457823.4516,13.338,0,CR,Z
2457823.4519,13.392,0,CR,Z
2457823.4523,13.341,0,CR,Z
2457823.4526,13.377,0,CR,Z
2457823.4530,13.414,0,CR,Z
2457823.4533,13.406,0,CR,Z
2457823.4537,13.395,0,CR,Z
2457823.4540,13.398,0,CR,Z
2457823.4544,13.414,0,CR,Z
2457823.4547,13.371,0,CR,Z
2457823.4551,13.382,0,CR,Z
2457823.4554,13.386,0,CR,Z
2457823.4558,13.360,0,CR,Z
2457823.4561,13.429,0,CR,Z
2457823.4564,13.400,0,CR,Z
2457823.4568,13.411,0,CR,Z
2457823.4571,13.404,0,CR,Z
2457823.4575,13.419,0,CR,Z
2457823.4578,13.413,0,CR,Z
2457823.4582,13.403,0,CR,Z
2457823.4585,13.432,0,CR,Z
2457823.4589,13.417,0,CR,Z
2457823.4592,13.412,0,CR,Z
2457823.4596,13.415,0,CR,Z
2457823.4599,13.397,0,CR,Z
2457823.4603,13.417,0,CR,Z
2457823.4606,13.406,0,CR,Z
2457823.4610,13.434,0,CR,Z
2457823.4613,13.425,0,CR,Z
2457823.4617,13.406,0,CR,Z
2457823.4620,13.405,0,CR,Z
2457823.4623,13.443,0,CR,Z
2457823.4627,13.418,0,CR,Z
2457823.4630,13.443,0,CR,Z
2457823.4634,13.417,0,CR,Z
2457823.4637,13.436,0,CR,Z
2457823.4641,13.426,0,CR,Z
2457823.4644,13.424,0,CR,Z
2457823.4648,13.448,0,CR,Z
2457823.4651,13.444,0,CR,Z
2457823.4655,13.442,0,CR,Z
2457823.4658,13.470,0,CR,Z
2457823.4662,13.459,0,CR,Z
2457823.4665,13.440,0,CR,Z
2457823.4669,13.441,0,CR,Z
2457823.4672,13.473,0,CR,Z
2457823.4675,13.450,0,CR,Z
2457823.4679,13.446,0,CR,Z
2457823.4682,13.445,0,CR,Z
2457823.4686,13.429,0,CR,Z
2457823.4689,13.426,0,CR,Z
2457823.4693,13.429,0,CR,Z
2457823.4696,13.432,0,CR,Z
2457823.4700,13.433,0,CR,Z
2457823.4703,13.455,0,CR,Z
2457823.4707,13.449,0,CR,Z
2457823.4710,13.436,0,CR,Z
2457823.4714,13.460,0,CR,Z
2457823.4717,13.433,0,CR,Z
2457823.4721,13.466,0,CR,Z
2457823.4724,13.447,0,CR,Z
2457823.4728,13.480,0,CR,Z
2457823.4731,13.451,0,CR,Z
2457823.4734,13.434,0,CR,Z
2457823.4738,13.462,0,CR,Z
2457823.4741,13.481,0,CR,Z
2457823.4745,13.451,0,CR,Z
2457823.4748,13.464,0,CR,Z
2457823.4752,13.500,0,CR,Z
2457823.4755,13.467,0,CR,Z
2457823.4759,13.479,0,CR,Z
2457823.4762,13.491,0,CR,Z
2457823.4766,13.493,0,CR,Z
2457823.4769,13.489,0,CR,Z
2457823.4773,13.481,0,CR,Z
2457823.4776,13.441,0,CR,Z
2457823.4780,13.473,0,CR,Z
2457823.4783,13.492,0,CR,Z
2457823.4786,13.488,0,CR,Z
2457823.4790,13.469,0,CR,Z
2457823.4793,13.482,0,CR,Z
2457823.4797,13.487,0,CR,Z
2457823.4800,13.491,0,CR,Z
2457823.4804,13.458,0,CR,Z
2457823.4807,13.474,0,CR,Z
2457823.4811,13.483,0,CR,Z
2457823.4814,13.496,0,CR,Z
2457823.4818,13.495,0,CR,Z
2457823.4821,13.497,0,CR,Z
2457823.4825,13.509,0,CR,Z
2457823.4828,13.510,0,CR,Z
2457823.4832,13.460,0,CR,Z
2457823.4835,13.480,0,CR,Z
2457823.4839,13.461,0,CR,Z
2457823.4842,13.462,0,CR,Z
2457823.4845,13.496,0,CR,Z
2457823.4849,13.535,0,CR,Z
2457823.4852,13.518,0,CR,Z
2457823.4856,13.467,0,CR,Z
2457823.4859,13.499,0,CR,Z
2457823.4863,13.461,0,CR,Z
2457823.4866,13.467,0,CR,Z
2457823.4870,13.484,0,CR,Z
2457823.4873,13.524,0,CR,Z
2457823.4877,13.488,0,CR,Z
2457823.4880,13.472,0,CR,Z
2457823.4884,13.496,0,CR,Z
2457823.4887,13.465,0,CR,Z
2457823.4891,13.506,0,CR,Z
2457823.4894,13.472,0,CR,Z
2457823.4897,13.488,0,CR,Z
2457823.4901,13.508,0,CR,Z
2457823.4904,13.484,0,CR,Z
2457823.4908,13.473,0,CR,Z
2457823.4911,13.463,0,CR,Z
2457823.4915,13.503,0,CR,Z
2457823.4918,13.475,0,CR,Z
2457823.4922,13.485,0,CR,Z
2457823.4925,13.470,0,CR,Z
2457823.4929,13.485,0,CR,Z
2457823.4932,13.475,0,CR,Z
2457823.4936,13.495,0,CR,Z
2457823.4939,13.545,0,CR,Z
2457823.4943,13.473,0,CR,Z
2457823.4946,13.466,0,CR,Z
2457823.4950,13.482,0,CR,Z
2457823.4953,13.475,0,CR,Z
2457823.4956,13.466,0,CR,Z
2457823.4960,13.482,0,CR,Z
2457823.4963,13.475,0,CR,Z
2457823.4967,13.478,0,CR,Z
2457823.4970,13.486,0,CR,Z
2457823.4974,13.496,0,CR,Z
2457823.4977,13.477,0,CR,Z
2457823.4981,13.465,0,CR,Z
2457823.4984,13.472,0,CR,Z
2457823.4988,13.494,0,CR,Z
2457823.4991,13.475,0,CR,Z
2457823.4995,13.496,0,CR,Z
2457823.4998,13.512,0,CR,Z
2457823.5001,13.506,0,CR,Z
2457823.5005,13.481,0,CR,Z
2457823.5008,13.468,0,CR,Z
2457823.5012,13.500,0,CR,Z
2457823.5015,13.486,0,CR,Z
2457823.5019,13.523,0,CR,Z
2457823.5022,13.463,0,CR,Z
2457823.5026,13.494,0,CR,Z
2457823.5029,13.488,0,CR,Z
2457823.5033,13.552,0,CR,Z
2457823.5036,13.521,0,CR,Z
2457823.5040,13.482,0,CR,Z
2457823.5043,13.533,0,CR,Z
2457823.5047,13.526,0,CR,Z
2457823.5050,13.482,0,CR,Z
2457823.5054,13.508,0,CR,Z
2457823.5057,13.505,0,CR,Z
2457823.5061,13.530,0,CR,Z
2457823.5064,13.515,0,CR,Z
2457823.5067,13.508,0,CR,Z
2457823.5071,13.489,0,CR,Z
2457823.5074,13.473,0,CR,Z
2457823.5078,13.502,0,CR,Z
2457823.5081,13.491,0,CR,Z
2457823.5085,13.471,0,CR,Z
2457823.5088,13.468,0,CR,Z
2457823.5092,13.469,0,CR,Z
2457823.5095,13.473,0,CR,Z
2457823.5099,13.460,0,CR,Z
2457823.5102,13.457,0,CR,Z
2457823.5106,13.460,0,CR,Z
2457823.5109,13.434,0,CR,Z
2457823.5113,13.479,0,CR,Z
2457823.5116,13.450,0,CR,Z
2457823.5120,13.432,0,CR,Z
2457823.5123,13.437,0,CR,Z
2457823.5126,13.416,0,CR,Z
2457823.5130,13.424,0,CR,Z
2457823.5133,13.451,0,CR,Z
2457823.5137,13.420,0,CR,Z
2457823.5140,13.418,0,CR,Z
2457823.5144,13.436,0,CR,Z
2457823.5147,13.433,0,CR,Z
2457823.5151,13.436,0,CR,Z
2457823.5154,13.438,0,CR,Z
2457823.5158,13.439,0,CR,Z
2457823.5161,13.410,0,CR,Z
2457823.5165,13.430,0,CR,Z
2457823.5168,13.438,0,CR,Z
2457823.5172,13.435,0,CR,Z
2457823.5175,13.420,0,CR,Z
2457823.5178,13.418,0,CR,Z
2457823.5182,13.424,0,CR,Z
2457823.5185,13.411,0,CR,Z
2457823.5189,13.413,0,CR,Z
2457823.5192,13.438,0,CR,Z
2457823.5196,13.450,0,CR,Z
2457823.5199,13.404,0,CR,Z
2457823.5203,13.388,0,CR,Z
2457823.5206,13.438,0,CR,Z
2457823.5210,13.442,0,CR,Z
2457823.5213,13.442,0,CR,Z
2457823.5217,13.417,0,CR,Z
2457823.5220,13.498,0,CR,Z
2457823.5224,13.432,0,CR,Z
2457823.5227,13.472,0,CR,Z
2457823.5231,13.451,0,CR,Z
2457823.5234,13.453,0,CR,Z
2457823.5237,13.437,0,CR,Z
2457823.5241,13.453,0,CR,Z
2457823.5244,13.451,0,CR,Z
2457823.5248,13.448,0,CR,Z
2457823.5251,13.474,0,CR,Z
2457823.5255,13.470,0,CR,Z
2457823.5258,13.481,0,CR,Z
2457823.5262,13.470,0,CR,Z
2457823.5265,13.462,0,CR,Z
2457823.5269,13.468,0,CR,Z
2457823.5272,13.463,0,CR,Z
