JD,mag,I_Magnitude,band,val
2458243.449906,14.966,0,V,Z
2458243.468356,15.016,0,V,Z
2458243.63453,15.139,0,V,Z
2458243.63525,15.110,0,V,Z
2458243.91944,14.98,0,V,Z
2458244.388950,15.113,0,V,Z
2458244.421,15.3,0,Vis.,Z
2458244.67530,15.074,0,V,Z
2458245.418,15.2,0,Vis.,Z
2458245.62900,14.921,0,V,Z
2458245.62973,14.981,0,V,Z
2458246.62622,14.850,0,V,Z
2458246.62696,14.831,0,V,Z
2458246.89263,14.95,0,V,Z
2458247.419,15.1,0,Vis.,Z
2458247.62360,15.020,0,V,Z
2458247.62434,14.975,0,V,Z
2458248.62087,15.277,0,V,Z
2458248.62161,15.288,0,V,Z
2458249.418,14.9,0,Vis.,Z
2458249.61784,15.501,0,V,Z
2458249.61856,15.477,0,V,Z
2458250.428056,15.509,0,V,Z
2458250.61509,15.336,0,V,Z
2458250.61582,15.363,0,V,Z
2458250.64167,15.7,0,Vis.,Z
2458251.470417,15.347,0,V,Z
2458251.61227,15.426,0,V,Z
2458251.61300,15.422,0,V,Z
2458252.430,14.9,0,Vis.,Z
2458252.60955,15.727,0,V,Z
2458252.61029,15.700,0,V,Z
2458252.84832,15.82,0,V,Z
2458253.42669,15.665,0,V,Z
2458253.487,15.9,0,Vis.,Z
2458253.60672,15.681,0,V,Z
2458253.60745,15.652,0,V,Z
2458254.60398,15.577,0,V,Z
2458254.60471,15.569,0,V,Z
2458255.429,14.9,0,Vis.,Z
2458255.488194,15.404,0,V,Z
2458255.60190,15.454,0,V,Z
2458255.60263,15.409,0,V,Z
2458255.71433,15.435,0,V,Z
2458255.71554,15.435,0,V,Z
2458255.71670,15.455,0,V,Z
2458255.72422,15.417,0,V,Z
2458255.72561,15.446,0,V,Z
2458255.72705,15.405,0,V,Z
2458256.59927,15.238,0,V,Z
2458256.60000,15.233,0,V,Z
2458257.59627,14.966,0,V,Z
2458257.59701,14.980,0,V,Z
2458257.67014,15.5,0,Vis.,Z
2458258.443,14.8,0,Vis.,Z
2458258.59356,14.710,0,V,Z
2458258.59431,14.742,0,V,Z
2458258.68899,14.649,0,V,Z
2458259.59075,14.571,0,V,Z
2458259.59148,14.609,0,V,Z
2458260.426,14.5,0,Vis.,Z
2458260.429063,14.688,0,V,Z
2458260.66556,14.755,0,V,Z
2458260.66628,14.823,0,V,Z
2458261.66277,14.988,0,V,Z
2458261.66350,15.052,0,V,Z
2458262.65993,15.020,0,V,Z
2458262.66067,15.058,0,V,Z
2458263.64589,15.167,0,V,Z
2458263.64663,15.336,0,V,Z
2458265.64052,15.385,0,V,Z
2458265.64126,15.339,0,V,Z
2458266.63770,15.262,0,V,Z
2458266.63843,15.252,0,V,Z
2458267.63483,15.035,0,V,Z
2458267.63556,15.040,0,V,Z
2458267.906813,14.95,0,V,Z
2458268.63212,14.631,0,V,Z
2458268.63286,14.602,0,V,Z
2458269.67457,14.254,0,V,Z
2458269.98862,14.27,0,V,Z
2458270.93498,14.16,0,V,Z
2458274.512072,14.176,0,V,Z
2458278.16088,15.87,0,V,Z
2458278.65903,15.5,0,Vis.,Z
2458279.85267,15.90,0,V,Z
2458285.411157,15.412,0,V,Z
2458290.86141,15.3,0,V,Z
2458292.400139,14.691,0,V,Z
2458293.387014,14.848,0,V,Z
2458296.84294,15.5,0,V,Z
2458299.40015,15.531,0,V,Z
2458304.380428,14.814,0,V,Z
2458309.380324,15.180,0,V,Z
2458313.625,15.1,0,Vis.,Z
2458314.396655,15.192,0,V,Z
2458315.389028,15.333,0,V,Z
2458320.61458,15.4,0,Vis.,Z
2458326.38900,15.104,0,TG,Z
2458445.781921,15.863,0,V,Z
2458448.760081,15.758,0,V,Z
2458457.742292,15.218,0,V,Z
2458464.792234,15.931,0,V,Z
2458466.765799,15.380,0,V,Z
2458468.769271,15.385,0,V,Z
2458469.785139,15.410,0,V,Z
2458470.699641,15.437,0,V,Z
2458471.785347,15.367,0,V,Z
2458472.698935,15.340,0,V,Z
2458473.691447,15.093,0,V,Z
2458474.689734,14.999,0,V,Z
2458475.691181,14.954,0,V,Z
2458485.687118,15.251,0,V,Z
2458485.93753,15.240,0,V,Z
2458486.656678,15.176,0,V,Z
2458487.780069,15.348,0,V,Z
2458488.700718,15.252,0,V,Z
2458489.647963,15.313,0,V,Z
2458491.677326,15.666,0,V,Z
2458492.706910,15.693,0,V,Z
2458493.673900,15.799,0,V,Z
2458494.745787,15.670,0,V,Z
2458495.678218,15.584,0,V,Z
2458496.628657,15.272,0,V,Z
2458496.975,15.1,0,Vis.,Z
2458497.665764,15.431,0,V,Z
2458498.628854,15.631,0,V,Z
2458499.620984,15.814,0,V,Z
2458500.754942,15.752,0,V,Z
2458502.612280,15.896,0,V,Z
2458512.84622,15.759,0,V,Z
2458551.533646,15.914,0,V,Z
2458558.597569,15.949,0,V,Z
2458565.495266,15.392,0,V,Z
2458568.48,14.9,0,Vis.,Z
2458571.519,15.4,0,Vis.,Z
2458571.65356,15.574,0,V,Z
2458572.476377,15.553,0,V,Z
2458584.393,15.5,0,Vis.,Z
2458586.488148,16.272,0,V,Z
2458587.381,14.5,0,Vis.,Z
2458595.402,15.2,0,Vis.,Z
2458599.474,15.2,0,Vis.,Z
2458603.388,14.9,0,Vis.,Z
2458603.420810,15.648,0,V,Z
2458604.378912,15.694,0,V,Z
2458605.527847,15.742,0,V,Z
2458610.60339,15.911,0,V,Z
2458613.518808,15.964,0,V,Z
2458614.426308,15.766,0,V,Z
2458615.369768,15.701,0,V,Z
2458615.414,14.9,0,Vis.,Z
2458616.41,14.5,0,Vis.,Z
2458621.62653,15.453,0,V,Z
2458624.429,14.5,0,Vis.,Z
2458625.550741,15.833,0,V,Z
2458626.422,14.9,0,Vis.,Z
2458626.485567,16.054,0,V,Z
2458627.421562,16.219,0,V,Z
2458627.432,14.5,0,Vis.,Z
2458628.60624,16.208,0,V,Z
2458628.76228,16.269,0,V, 60sec X 5
2458629.425683,16.069,0,V,Z
2458630.435,14.5,0,Vis.,Z
2458630.557095,16.188,0,V,Z
2458631.483657,16.280,0,V,Z
2458632.73999,16.269,0,V, 120sec X 5
2458641.424884,16.450,0,V,Z
2458642.402188,16.386,0,V,Z
2458642.65139,15.4,0,Vis.,Z
2458643.442280,16.531,0,V,Z
2458643.71685,16.382,0,V, 60sec X 7
2458653.404977,16.469,0,V,Z
2458665.71573,15.884,0,V, 60 sec X 6
2458671.409236,15.575,0,V,Z
2458682.383819,15.388,0,V,Z
2458685.384016,15.527,0,V,Z
2458806.781343,16.126,0,V,Z
2458817.770451,16.390,0,V,Z
2458827.791296,16.735,0,V,Z
2458828.720903,16.583,0,V,Z
2458829.717558,16.646,0,V,Z
2458836.95942,16.455,0,V,Z
2458846.675833,15.979,0,V,Z
2458848.766898,15.704,0,V,Z
2458849.692361,15.695,0,V,Z
2458850.668148,15.601,0,V,Z
2458851.03466,17.326,0,B,Z
2458851.03558,15.266,0,V,Z
2458851.03629,15.802,0,V,Z
2458851.03700,15.589,0,V,Z
2458852.799664,15.592,0,V,Z
2458853.01796,16.149,0,B,Z
2458853.01884,16.710,0,B,Z
2458853.01972,16.300,0,B,Z
2458853.02060,16.003,0,B,Z
2458853.02152,15.540,0,V,Z
2458853.02223,15.855,0,V,Z
2458853.02293,15.798,0,V,Z
2458853.02363,16.283,0,V,Z
2458853.02436,15.717,0,V,Z
2458853.662083,15.742,0,V,Z
2458855.02332,17.163,0,B,Z
2458855.02422,16.394,0,B,Z
2458855.02510,17.502,0,B,Z
2458855.02597,17.287,0,B,Z
2458855.02689,15.972,0,V,Z
2458855.02760,16.281,0,V,Z
2458855.02832,15.964,0,V,Z
2458855.02902,16.196,0,V,Z
2458855.02973,16.145,0,V,Z
2458856.00508,16.362,0,B,Z
2458856.00597,16.872,0,B,Z
2458856.00684,16.808,0,B,Z
2458856.00773,16.811,0,B,Z
2458856.00865,16.193,0,V,Z
2458856.00936,15.748,0,V,Z
2458856.01005,15.899,0,V,Z
2458856.01076,16.232,0,V,Z
2458856.01146,15.914,0,V,Z
2458859.01876,16.980,0,B,Z
2458859.01964,16.013,0,B,Z
2458859.02053,16.837,0,B,Z
2458859.02141,16.386,0,B,Z
2458859.02232,16.157,0,V,Z
2458859.02303,15.942,0,V,Z
2458859.02373,15.818,0,V,Z
2458859.02444,15.904,0,V,Z
2458859.02514,16.084,0,V,Z
2458860.02094,16.241,0,B,Z
2458860.02183,16.312,0,B,Z
2458860.02271,16.611,0,B,Z
2458860.02359,16.003,0,B,Z
2458860.02451,15.820,0,V,Z
2458860.02523,15.606,0,V,Z
2458860.02593,15.769,0,V,Z
2458860.02664,15.717,0,V,Z
2458860.02734,15.536,0,V,Z
2458862.99211,15.670,0,B,Z
2458862.99299,16.070,0,B,Z
2458862.99388,15.787,0,B,Z
2458862.99476,16.100,0,B,Z
2458862.99568,15.472,0,V,Z
2458862.99638,15.765,0,V,Z
2458862.99709,15.558,0,V,Z
2458862.99778,15.549,0,V,Z
2458862.99849,15.632,0,V,Z
2458867.01040,16.361,0,B,Z
2458867.01130,16.353,0,B,Z
2458867.01218,16.866,0,B,Z
2458867.01306,16.537,0,B,Z
2458867.01398,15.800,0,V,Z
2458867.01468,15.984,0,V,Z
2458867.01540,15.627,0,V,Z
2458867.01610,15.906,0,V,Z
2458867.01681,15.983,0,V,Z
2458868.00708,16.104,0,B,Z
2458868.00797,16.198,0,B,Z
2458868.00885,16.289,0,B,Z
2458868.00973,16.717,0,B,Z
2458868.01065,15.658,0,V,Z
2458868.01136,15.742,0,V,Z
2458868.01207,15.659,0,V,Z
2458868.01277,15.546,0,V,Z
2458868.01348,15.768,0,V,Z
2458870.793623,15.667,0,V,Z
2458870.96330,16.689,0,B,Z
2458870.96418,16.422,0,B,Z
2458870.96506,15.608,0,B,Z
2458870.96595,16.364,0,B,Z
2458870.96686,15.760,0,V,Z
2458870.96756,15.460,0,V,Z
2458870.96827,15.800,0,V,Z
2458870.96896,15.937,0,V,Z
2458870.96967,15.245,0,V,Z
2458871.99661,16.381,0,B,Z
2458871.99749,16.454,0,B,Z
2458871.99837,16.135,0,B,Z
2458871.99925,16.647,0,B,Z
2458872.00017,15.630,0,V,Z
2458872.00087,15.576,0,V,Z
2458872.00158,15.820,0,V,Z
2458872.00229,15.927,0,V,Z
2458872.00299,16.187,0,V,Z
2458872.656863,15.655,0,V,Z
2458873.00668,16.201,0,B,Z
2458873.00757,16.587,0,B,Z
2458873.00845,16.004,0,B,Z
2458873.00933,16.290,0,B,Z
2458873.01025,15.486,0,V,Z
2458873.01097,15.752,0,V,Z
2458873.01167,16.156,0,V,Z
2458873.01238,15.804,0,V,Z
2458873.01308,15.293,0,V,Z
2458873.614190,15.781,0,V,Z
2458874.7354,14.5,0,Vis.,Z
2458876.718,14.9,0,Vis.,Z
2458876.99674,18.507,0,B,Z
2458876.99763,16.635,0,B,Z
2458876.99851,17.569,0,B,Z
2458876.99939,17.230,0,B,Z
2458877.00031,16.026,0,V,Z
2458877.00101,16.235,0,V,Z
2458877.00172,16.690,0,V,Z
2458877.00243,16.458,0,V,Z
2458877.00313,16.269,0,V,Z
2458877.6556,14.1,0,Vis.,Z
2458877.97846,16.873,0,B,Z
2458877.97936,17.725,0,B,Z
2458877.98024,17.657,0,B,Z
2458877.98113,17.636,0,B,Z
2458877.98205,16.525,0,V,Z
2458877.98276,16.502,0,V,Z
2458877.98347,16.244,0,V,Z
2458877.98417,16.398,0,V,Z
2458877.98488,16.365,0,V,Z
2458878.98924,17.205,0,B,Z
2458878.99013,17.153,0,B,Z
2458878.99102,16.734,0,B,Z
2458878.99193,16.074,0,V,Z
2458878.99263,16.450,0,V,Z
2458878.99334,16.555,0,V,Z
2458878.99405,16.346,0,V,Z
2458878.99476,15.868,0,V,Z
2458879.7535,14.5,0,Vis.,Z
2458879.97515,17.016,0,B,Z
2458879.97603,17.403,0,B,Z
2458879.97692,17.532,0,B,Z
2458879.97780,17.954,0,B,Z
2458879.97871,16.828,0,V,Z
2458879.97942,16.112,0,V,Z
2458879.98012,17.160,0,V,Z
2458879.98083,16.678,0,V,Z
2458879.98153,16.042,0,V,Z
2458880.97374,16.987,0,B,Z
2458880.97463,16.866,0,B,Z
2458880.97552,17.229,0,B,Z
2458880.97642,16.353,0,B,Z
2458880.97733,16.370,0,V,Z
2458880.97804,16.550,0,V,Z
2458880.97874,16.411,0,V,Z
2458880.97945,16.477,0,V,Z
2458880.98016,16.257,0,V,Z
2458881.664259,16.359,0,V,Z
2458881.7458,14.1,0,Vis.,Z
2458881.97126,16.375,0,B,Z
2458881.97214,16.709,0,B,Z
2458881.97303,16.966,0,B,Z
2458881.97392,17.224,0,B,Z
2458881.97484,16.272,0,V,Z
2458881.97554,16.726,0,V,Z
2458881.97626,16.182,0,V,Z
2458881.97696,15.996,0,V,Z
2458881.97767,16.621,0,V,Z
2458882.586204,16.399,0,V,Z
2458883.95644,16.580,0,B,Z
2458883.95733,17.172,0,B,Z
2458883.95821,16.809,0,B,Z
2458883.95909,17.089,0,B,Z
2458883.95999,16.247,0,V,Z
2458883.96071,16.418,0,V,Z
2458883.96142,16.686,0,V,Z
2458883.96211,16.559,0,V,Z
2458883.96282,16.102,0,V,Z
2458884.96772,17.063,0,B,Z
2458884.96860,15.871,0,B,Z
2458884.96949,16.353,0,B,Z
2458884.97037,16.043,0,B,Z
2458884.97129,15.893,0,V,Z
2458884.97200,16.054,0,V,Z
2458884.97270,16.447,0,V,Z
2458884.97341,16.193,0,V,Z
2458884.97412,15.665,0,V,Z
2458885.96751,15.909,0,B,Z
2458885.96839,16.064,0,B,Z
2458885.96927,15.706,0,B,Z
2458885.97015,15.644,0,B,Z
2458885.97107,15.564,0,V,Z
2458885.97178,15.827,0,V,Z
2458885.97248,15.486,0,V,Z
2458885.97319,15.834,0,V,Z
2458885.97389,15.586,0,V,Z
2458886.672755,15.828,0,V,Z
2458886.94112,16.319,0,B,Z
2458886.94203,15.995,0,B,Z
2458886.94290,16.229,0,B,Z
2458886.94380,16.325,0,B,Z
2458886.94471,15.835,0,V,Z
2458886.94541,15.698,0,V,Z
2458886.94612,15.723,0,V,Z
2458886.94683,16.065,0,V,Z
2458886.94755,16.197,0,V,Z
2458887.93096,15.491,0,B,Z
2458887.93185,16.325,0,B,Z
2458887.93273,16.208,0,B,Z
2458887.93361,16.147,0,B,Z
2458887.93453,15.627,0,V,Z
2458887.93524,15.587,0,V,Z
2458887.93594,16.212,0,V,Z
2458887.93665,15.618,0,V,Z
2458887.93734,15.506,0,V,Z
2458890.94192,17.297,0,B,Z
2458890.94280,16.520,0,B,Z
2458890.94369,17.201,0,B,Z
2458890.94457,17.501,0,B,Z
2458890.94549,16.206,0,V,Z
2458890.94620,15.829,0,V,Z
2458890.94692,16.669,0,V,Z
2458890.94763,16.023,0,V,Z
2458890.94834,16.087,0,V,Z
2458893.92741,16.420,0,B,Z
2458893.92830,16.556,0,B,Z
2458893.92918,17.069,0,B,Z
2458893.93006,17.323,0,B,Z
2458893.93098,16.057,0,V,Z
2458893.93168,16.545,0,V,Z
2458893.93239,16.992,0,V,Z
2458893.93310,16.432,0,V,Z
2458893.93379,16.108,0,V,Z
2458894.95308,17.668,0,B,Z
2458894.95396,17.932,0,B,Z
2458894.95484,17.354,0,B,Z
2458894.95573,17.642,0,B,Z
2458894.95664,16.439,0,V,Z
2458894.95734,17.310,0,V,Z
2458894.95805,16.786,0,V,Z
2458894.95876,16.388,0,V,Z
2458894.95946,17.111,0,V,Z
2458895.93971,17.362,0,B,Z
2458895.94060,17.127,0,B,Z
2458895.94148,17.569,0,B,Z
2458895.94236,16.603,0,B,Z
2458895.94328,16.044,0,V,Z
2458895.94399,16.309,0,V,Z
2458895.94471,16.298,0,V,Z
2458895.94541,16.135,0,V,Z
2458895.94612,16.508,0,V,Z
2458896.630521,16.353,0,V,Z
2458896.94400,17.152,0,B,Z
2458896.94488,17.246,0,B,Z
2458896.94577,18.365,0,B,Z
2458896.94666,17.362,0,B,Z
2458896.94758,15.966,0,V,Z
2458896.94828,16.682,0,V,Z
2458896.94899,16.059,0,V,Z
2458896.94969,16.836,0,V,Z
2458896.95040,17.100,0,V,Z
2458898.551296,15.991,0,V,Z
2458898.581,14.9,0,Vis.,Z
2458899.545949,16.226,0,V,Z
2458899.91734,17.346,0,B,Z
2458899.91822,17.062,0,B,Z
2458899.91910,16.876,0,B,Z
2458899.91998,17.176,0,B,Z
2458899.92090,16.454,0,V,Z
2458899.92159,15.969,0,V,Z
2458899.92230,16.056,0,V,Z
2458899.92300,16.158,0,V,Z
2458899.92371,16.233,0,V,Z
2458900.553,14.9,0,Vis.,Z
2458900.93285,17.016,0,B,Z
2458900.93371,16.629,0,B,Z
2458900.93459,17.474,0,B,Z
2458900.93549,16.991,0,B,Z
2458901.783808,16.446,0,V,Z
2458903.89955,17.362,0,B,Z
2458903.90043,17.692,0,B,Z
2458903.90131,16.748,0,B,Z
2458903.90220,16.214,0,B,Z
2458903.90312,16.642,0,V,Z
2458903.90382,16.490,0,V,Z
2458903.90453,16.417,0,V,Z
2458903.90524,16.409,0,V,Z
2458903.90594,17.067,0,V,Z
2458904.89728,16.882,0,B,Z
2458904.89816,16.853,0,B,Z
2458904.89904,16.947,0,B,Z
2458904.89993,17.084,0,B,Z
2458904.90084,16.259,0,V,Z
2458904.90154,16.380,0,V,Z
2458904.90226,17.333,0,V,Z
2458904.90297,16.233,0,V,Z
2458904.90368,16.174,0,V,Z
2458905.88723,16.649,0,B,Z
2458905.88813,17.012,0,B,Z
2458905.88900,17.123,0,B,Z
2458905.88992,16.188,0,V,Z
2458905.89063,16.186,0,V,Z
2458905.89134,15.935,0,V,Z
2458905.89204,16.044,0,V,Z
2458905.89277,16.506,0,V,Z
2458906.90501,16.288,0,B,Z
2458906.90589,16.973,0,B,Z
2458906.90677,16.452,0,B,Z
2458906.90766,16.344,0,B,Z
2458906.90859,16.384,0,V,Z
2458906.90930,15.816,0,V,Z
2458906.91001,15.767,0,V,Z
2458906.91071,16.502,0,V,Z
2458906.91142,15.958,0,V,Z
2458907.532,14.9,0,Vis.,Z
2458910.550,14.9,0,Vis.,Z
2458910.7160,14.1,0,Vis.,Z
2458911.493,14.9,0,Vis.,Z
2458911.88704,15.623,0,B,Z
2458911.88793,15.807,0,B,Z
2458911.88882,15.952,0,B,Z
2458911.88971,15.305,0,B,Z
2458911.89063,15.979,0,V,Z
2458911.89134,15.750,0,V,Z
2458911.89204,15.549,0,V,Z
2458911.89275,15.640,0,V,Z
2458911.89346,15.647,0,V,Z
2458912.473,14.5,0,Vis.,Z
2458912.510590,15.338,0,V,Z
2458912.89190,15.775,0,B,Z
2458912.89278,15.513,0,B,Z
2458912.89367,15.267,0,B,Z
2458912.89455,15.924,0,B,Z
2458912.89547,15.712,0,V,Z
2458912.89617,15.663,0,V,Z
2458912.89688,15.548,0,V,Z
2458912.89759,15.556,0,V,Z
2458912.89829,15.309,0,V,Z
2458913.560451,15.491,0,V,Z
2458924.426,14.9,0,Vis.,Z
2458924.633044,15.402,0,V,Z
2458925.459097,15.102,0,V,Z
2458926.82887,14.646,0,B,Z
2458926.82975,14.621,0,B,Z
2458926.83062,14.557,0,B,Z
2458926.83151,14.526,0,B,Z
2458926.83244,14.751,0,V,Z
2458926.83313,14.819,0,V,Z
2458926.83384,14.849,0,V,Z
2458926.83454,14.802,0,V,Z
2458926.83525,14.741,0,V,Z
2458927.584850,14.601,0,V,Z
2458927.83160,14.192,0,B,Z
2458927.83248,14.292,0,B,Z
2458927.83336,14.425,0,B,Z
2458927.83425,14.324,0,B,Z
2458927.83517,14.713,0,V,Z
2458927.83586,14.704,0,V,Z
2458927.83657,14.720,0,V,Z
2458927.83727,14.673,0,V,Z
2458927.83798,14.607,0,V,Z
2458928.728310,14.827,0,V,Z
2458929.590741,14.809,0,V,Z
2458930.648866,14.686,0,V,Z
2458930.87101,15.453,0,B,Z
2458930.87189,14.629,0,B,Z
2458930.87278,14.695,0,B,Z
2458930.87366,14.071,0,B,Z
2458930.87459,14.949,0,V,Z
2458930.87531,14.705,0,V,Z
2458930.87673,14.742,0,V,Z
2458930.87745,15.344,0,V,Z
2458931.532,14.8,0,Vis.,Z
2458932.654398,14.930,0,V,Z
2458933.510,14.9,0,Vis.,Z
2458934.523,15.0,0,Vis.,Z
2458935.518,14.9,0,Vis.,Z
2458936.46183,15.092,0,V,Z
2458936.479,14.9,0,Vis.,Z
2458936.5208,14.1,0,Vis.,Z
2458936.79120,15.274,0,B,Z
2458936.79208,15.363,0,B,Z
2458936.79298,15.408,0,B,Z
2458936.79385,15.230,0,B,Z
2458936.79479,15.218,0,V,Z
2458936.79554,15.239,0,V,Z
2458936.79626,15.200,0,V,Z
2458936.79696,15.382,0,V,Z
2458936.79768,15.274,0,V,Z
2458940.415255,15.066,0,V,Z
2458940.439479,14.954,0,V,Z
2458941.562280,15.516,0,V,Z
2458942.78447,15.395,0,B,Z
2458942.78537,16.039,0,B,Z
2458942.78625,15.297,0,B,Z
2458942.78713,15.585,0,B,Z
2458942.78805,15.411,0,V,Z
2458942.78877,15.299,0,V,Z
2458942.78947,15.198,0,V,Z
2458942.79018,15.264,0,V,Z
2458942.79087,15.265,0,V,Z
2458943.74888,15.697,0,B,Z
2458943.74977,15.249,0,B,Z
2458943.75065,15.471,0,B,Z
2458943.75154,15.699,0,B,Z
2458943.75246,15.449,0,V,Z
2458943.75318,15.107,0,V,Z
2458943.75388,15.327,0,V,Z
2458943.75460,15.277,0,V,Z
2458943.75531,15.177,0,V,Z
2458953.383,14.9,0,Vis.,Z
2458953.79529,16.042,0,B,Z
2458953.79617,15.966,0,B,Z
2458953.79705,16.491,0,B,Z
2458953.79795,15.742,0,B,Z
2458953.79888,15.757,0,V,Z
2458953.79959,15.709,0,V,Z
2458953.80031,15.613,0,V,Z
2458953.80104,16.056,0,V,Z
2458953.80175,15.731,0,V,Z
2458954.74795,16.489,0,B,Z
2458954.74885,17.151,0,B,Z
2458954.74975,16.400,0,B,Z
2458954.75064,16.511,0,B,Z
2458954.75154,15.960,0,V,Z
2458954.75225,15.994,0,V,Z
2458954.75295,15.658,0,V,Z
2458954.75365,15.925,0,V,Z
2458954.75436,15.814,0,V,Z
2458955.506,15.6,0,Vis.,Z
2458955.76569,16.405,0,B,Z
2458955.76659,17.537,0,B,Z
2458955.76747,17.291,0,B,Z
2458955.76835,17.270,0,B,Z
2458955.76926,15.696,0,V,Z
2458955.76997,16.075,0,V,Z
2458955.77068,16.218,0,V,Z
2458955.77138,16.090,0,V,Z
2458955.77209,16.191,0,V,Z
2458956.75601,17.220,0,B,Z
2458956.75689,17.206,0,B,Z
2458956.75777,18.038,0,B,Z
2458956.75866,17.231,0,B,Z
2458956.75958,15.941,0,V,Z
2458956.76031,15.784,0,V,Z
2458956.76105,16.078,0,V,Z
2458956.76176,16.403,0,V,Z
2458956.76248,16.806,0,V,Z
2458958.4681,14.5,0,Vis.,Z
2458959.388,15.2,0,Vis.,Z
2458960.422,15.2,0,Vis.,Z
2458960.76029,17.929,0,B,Z
2458960.76118,17.319,0,B,Z
2458960.76208,16.525,0,B,Z
2458960.76297,17.151,0,B,Z
2458960.76391,16.494,0,V,Z
2458960.76461,16.618,0,V,Z
2458960.76533,16.366,0,V,Z
2458960.76605,16.098,0,V,Z
2458960.76678,16.202,0,V,Z
2458961.398,15.2,0,Vis.,Z
2458961.70980,16.682,0,B,Z
2458961.71069,17.326,0,B,Z
2458961.71159,16.822,0,B,Z
2458961.71248,17.095,0,B,Z
2458961.71341,15.903,0,V,Z
2458961.71411,16.137,0,V,Z
2458961.71482,15.826,0,V,Z
2458961.71553,15.927,0,V,Z
2458961.71623,16.247,0,V,Z
2458962.655663,16.201,0,V,Z
2458962.71712,18.771,0,B,Z
2458962.71801,19.242,0,B,Z
2458962.71889,18.119,0,B,Z
2458962.71979,18.412,0,B,Z
2458962.72071,16.178,0,V,Z
2458962.72143,16.360,0,V,Z
2458962.72213,16.633,0,V,Z
2458962.72286,16.255,0,V,Z
2458962.72358,16.155,0,V,Z
2458962.76190,16.189,0,V, 60 sec X 10
2458963.70773,16.016,0,R,Z
2458964.399,14.9,0,Vis.,Z
2458964.615473,16.200,0,V,Z
2458966.4486,14.9,0,Vis.,Z
2458967.5785,14.1,0,Vis.,Z
2458967.73998,17.481,0,B,Z
2458967.74087,17.492,0,B,Z
2458967.74176,17.565,0,B,Z
2458967.74264,17.841,0,B,Z
2458967.74356,15.853,0,V,Z
2458967.74426,16.589,0,V,Z
2458967.74498,16.486,0,V,Z
2458967.74569,15.743,0,V,Z
2458967.74641,16.858,0,V,Z
2458968.70735,17.366,0,B,Z
2458968.70824,16.953,0,B,Z
2458968.70914,17.706,0,B,Z
2458968.71002,16.909,0,B,Z
2458968.71094,15.888,0,V,Z
2458968.71165,16.102,0,V,Z
2458968.71235,16.232,0,V,Z
2458968.71306,15.672,0,V,Z
2458968.71377,16.035,0,V,Z
2458971.69390,16.685,0,B,Z
2458971.69479,17.037,0,B,Z
2458971.69569,17.712,0,B,Z
2458971.69660,17.638,0,B,Z
2458971.69752,15.693,0,V,Z
2458971.69824,15.787,0,V,Z
2458971.69894,15.819,0,V,Z
2458971.69967,16.137,0,V,Z
2458971.70038,15.710,0,V,Z
2458972.71990,16.765,0,B,Z
2458972.72079,16.157,0,B,Z
2458972.72169,16.097,0,B,Z
2458972.72258,16.269,0,B,Z
2458972.72350,15.992,0,V,Z
2458972.72422,15.518,0,V,Z
2458972.72493,16.019,0,V,Z
2458972.72563,15.667,0,V,Z
2458972.72634,15.529,0,V,Z
2458974.70314,15.954,0,B,Z
2458974.70403,17.759,0,B,Z
2458974.70491,16.363,0,B,Z
2458974.70580,17.055,0,B,Z
2458974.70672,16.759,0,V,Z
2458974.70745,15.416,0,V,Z
2458974.70815,16.182,0,V,Z
2458974.70888,15.894,0,V,Z
2458974.70960,16.137,0,V,Z
2458975.70781,16.666,0,B,Z
2458975.70870,17.051,0,B,Z
2458975.70959,17.448,0,B,Z
2458975.71049,16.855,0,B,Z
2458975.71140,16.410,0,V,Z
2458975.71211,16.271,0,V,Z
2458975.71283,16.814,0,V,Z
2458975.71355,16.558,0,V,Z
2458975.71425,15.993,0,V,Z
2458976.69719,17.932,0,B,Z
2458976.69808,16.896,0,B,Z
2458976.69898,18.434,0,B,Z
2458976.69986,17.302,0,B,Z
2458976.70079,16.834,0,V,Z
2458976.70150,15.233,0,V,Z
2458976.70223,16.404,0,V,Z
2458976.70365,15.779,0,V,Z
2458977.71102,17.554,0,B,Z
2458977.71190,16.788,0,B,Z
2458977.71279,17.054,0,B,Z
2458977.71366,17.450,0,B,Z
2458977.71458,16.433,0,V,Z
2458977.71528,15.970,0,V,Z
2458977.71600,17.289,0,V,Z
2458977.71671,16.328,0,V,Z
2458977.71742,16.534,0,V,Z
2458978.422,14.9,0,Vis.,Z
2458978.72802,18.409,0,B,Z
2458978.72891,17.264,0,B,Z
2458978.72980,16.855,0,B,Z
2458978.73071,18.101,0,B,Z
2458978.73163,16.209,0,V,Z
2458978.73234,16.898,0,V,Z
2458978.73305,16.745,0,V,Z
2458978.73376,16.681,0,V,Z
2458978.73446,16.688,0,V,Z
2458979.70806,18.511,0,B,Z
2458979.70894,16.770,0,B,Z
2458979.70984,16.950,0,B,Z
2458979.71073,17.315,0,B,Z
2458979.71165,16.050,0,V,Z
2458979.71238,15.972,0,V,Z
2458979.71311,15.990,0,V,Z
2458979.71381,16.923,0,V,Z
2458979.71452,15.953,0,V,Z
2458980.43,15.2,0,Vis.,Z
2458981.71069,16.265,0,B,Z
2458981.71159,16.623,0,B,Z
2458981.71246,16.647,0,B,Z
2458981.71336,15.779,0,B,Z
